TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
D5vYQWFeXO,188.163.30.232,"{""Queries"":[{""Query"":""SGksIHdlcmUgc29ycnkgdG8gc2F5IGJ1dCB3ZSBjYW5ub3QgZG8gcmV0dXJucyBvbiBST0JVWCB0aGF0IGlzIHNvbGQgdG8gdXMuIElmIHlvdSBoYXZlIGFuIGlzc3VlIHdpdGggbm90IGJlaW5nIGFibGUgdG8gYWNjZXB0IHRoZSBwYXltZW50IG9uIHlvdXIgZW5kIHRoZW4gdGhlIGJlc3QgdGhpbmcgeW91IGNhbiBkbyBpcyByZWZ1bmQgdGhlIHBheW1lbnQgYW5kIHJlcXVlc3QgaXQgdG8gYmUgc2VudCB0byBhIGRpZmZlcmVudCBlbWFpbC5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""V2VsbCwgd2hlbiBJIHNvbGQsIEkgd2FzIGRpZG50IGdldCBwYWlkIHRoZSBhbW91bnQsIGJlY2F1c2UgSSBoYXZlIGEgcHJvYmxlbSB3aXRoIG15IHBheXBhbCB3YWxsZXQsIGFuZCBpbiBhbm90aGVyIHdheSBJIGNhbm5vdCByZWNlaXZlIHRoZSBhbW91bnQsIGFuZCBJIHdvdWxkIGxpa2UgdG8gcmV0dXJuIGhhbGYgb2YgdGhlIGFtb3VudCBvZiByb2J1eHMgdGhhdCBJIGdhdmUu"",""Member"":""Xekaro"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-15""},{""Query"":""V2hhdD8="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-15""},{""Query"":""SGVsbG8gSXMgaXQgcG9zc2libGUgdG8gcmV0dXJuIGF0IGxlYXN0IGhhbGYgb2YgdGhlIHJvYnV4Pw=="",""Member"":""Xekaro"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-14""},{""Query"":""UmV0dXJuIHJvYnV4cw=="",""Member"":""Xekaro"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-14""}]}",General Inquiry,Xekaro,OPEN,"[""IcePools"",""minikid133""]"
GmeQMIOQty,2001:1970:5920:4700:651c:6def:2868:4b17,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBBU3BpY3lCb2k="",""Member"":""ASpicyBoi"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""U28gSSBqdXN0IGRvd25sb2FkZWQgc2lyaHVydCBzaW5jZSB0aGUgbGFzdCB0aW1lIEkgdXNlZCBpdC4gSSB0cnllZCB0byBpbmplY3QgaXQgaW50byBhIHJvYmxveCBnYW1lIGFuZCBpdCBzYWlkIEF1dGhlbnRpY2F0aW9uIGZhaWxlZC4gVGhpcyBjb3VsZCBiZSBiZWNhdXNlIG9mIHlvdXIgYW50aSB2aXJ1cy4gU2VydmVyIFJldHJ1bmVkOiBZb3VyIHBhc3N3b3JkIGRvZXMgbm90IG1hdGNoIG91ciByZWNvcmRzIG9uIHRoaXMgYWNjb3VudC4gSSBoYXZlIG5vIGNsdWUgd2hhdCB0aGlzIG1lYW5z"",""Member"":""ASpicyBoi"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-14""}]}",Technical Issues,ASpicyBoi,SOLVED,NONE
55IRzqKeWn,173.81.99.127,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBDcnV4YWw="",""Member"":""Cruxal"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-14""},{""Query"":""SSBib3VnaHQgdXNpbmcgcGF5cGFsLCBhbmQgSW0gbm90IHN1cmUgd2hlcmUgSSBkb3dubG9hZCBpdC4gSSBjYW4gcHJvdmlkZSBhbnkgcHJvb2Ygb2YgcHVyY2hhc2UgSSBuZWVkIHRvLg=="",""Member"":""Cruxal"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-14""}]}",General Inquiry,Cruxal,CLOSED,NONE
qaMadwe6FK,69.141.68.96,"{""Queries"":[{""Query"":""VHJ5IGRvaW5nIHRoaXMsIEhpdCBXaW5kb3dzIEtleSArIHIsIHR5cGUgcmVnZWRpdCBhbmQgaGl0IGVudGVyLCBnbyB0byBIS0VZX0NVUlJFTlRfVVNFUiAtPiBTb2Z0d2FyZSAtPiBBc3NodXJ0IC0+IGFuZCBkZWxldGUgcHdkX2JldGFfbmV3IGFuZCB1c3JfYmV0YV9uZXcgZW50cmllcy4gaHR0cDovL3BybnRzY3IuY29tLzEweWNpbzc="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-15""},{""Query"":""U28gSSBrZWVwIGluamVjdGluZyBBc3NodXJ0IGFuZCBpdCBrZWVwcyBjcmFzaGluZy4gSW0gbm90IHN1cmUgd2h5LiBJIGRvd25sb2FkZWQgYWxsIHRoZSBmaWxlcyBpIG5lZWRlZCwgYW50aXZpcnVzIGlzIG9mZiwgaSBhZGRlZCBpdCB0byBleGx1aXNvbiwgcmFuIGFzIGEgYWRtaW5pc3Rhcm9yLCBhbmQgZXh0cmFjdGVkIHRoZSBmaWxlcy4gQ2FuIHNvbWVib2R5IHBsZWFzZSBoZWxwIG1lLiBJIGFsc28gYm91Z2h0IGEgMiBkYXkgcm9idXggc3Vic2NyaWJ0aW9uIGFuZCBpZiBpIGRvbnQgZ2V0IGhlbHAgc29vbiBpIGNhbnQgdXNlIHNpcmh1dC4="",""Member"":""sadchunk"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-14""}]}",Bug Report,sadchunk,OPEN,"[""minikid133""]"
NjTeWbgRDZ,2600:1700:30:2ec0:a579:80f9:4add:75c3,"{""Queries"":[{""Query"":""WW91IGNhbiBhbHNvIHVzZSBnYW1lcGFzc2VzLCB0c2hpcnRzLCBzaGlydHMsIGFuZCBsaW1pdGVkcyB0byBwYXlvdXQuIEdhbWVwYXNzZXMgZG8gbm90IHJlcXVpcmUgcHJlbWl1bS4gIFlvdSBjYW4gdmlldyBhIGdpZiB0dXRvcmlhbCBvbiB0aGUgY2hvc2VuIHBheW91dCBpdGVtIC8gbWV0aG9kIGJ5IGNsaWNraW5nIG9uZSBvZiB0aGUgYm9sZGVkIHRleHQgKEEgR2FtZXBhc3MsIEEgVklQIFNlcnZlciwgQSBULVNoaXJ0L1NoaXJ0LCBvciBhIExpbWl0ZWQuKQ=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-16""},{""Query"":""eWVzIGJ1dCB3aGVuIEkgZG8gdGhhdCBpdCB0ZWxscyBtZSBJIGNhbm50IGRvIGl0IGJlY2F1c2UgSSBkb250IGhhdmUgdmlwIHNlcnZlcnMgb24gKGkgZG8pIEFuZCBpIG5lZWQgdG8gcHV0IHRoZSBhbW91bnQgaSBvd2U="",""Member"":""tempospeed"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-15""},{""Query"":""R28gdG8gaHR0cHM6Ly9zaXJodXJ0Lm5ldC9hdXRvYnV5L2J1eXJvYnV4LnBocCBhbmQgcmVhZCB3aGF0IGl0IHNheXMu"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Department Supervisor"",""Query_Date"":""2021-04-15""},{""Query"":""SSBjYW4gbm90IGZpZ3VyZSBvdXQgaG93IHRvbyByZWRlYW0gbXkgNTAwIHJvYnV4"",""Member"":""tempospeed"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-14""}]}",General Inquiry,tempospeed,OPEN,"[""IcePools"",""minikid133""]"
526UPL9bbH,85.104.20.225,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-15""},{""Query"":""WWVzIHlvdSBjYW4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""SGVsbG8sIEkgc3dpdGNoZWQgdG8gYW5vdGhlciByb2Jsb3ggYWNjb3VudC4gV291bGQgaXQgYmUgYSBwcm9ibGVtIGlmIEkgdXNlIHRoZSBzaXJodXJ0IG9uIHRoYXQgYWNjb3VudD8="",""Member"":""24kSky1"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",General Inquiry,24kSky1,SOLVED,"[""IcePools""]"
21Hfj4ou0D,78.96.12.45,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBNYXJpb1RoZVNoaWJh"",""Member"":""MarioTheShiba"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-15""},{""Query"":""SG93IGNvbWUgbW9zdCBzY3JpcHRzIEkgdXNlIG9uIFBoYW50b20gRm9yY2VzIGFyZW50IHdvcmtpbmc/IElzIHRoZXJlIHNvbWUgc29ydCBvZiBieXBhc3Mgb3IgYW0gSSBtaXNzaW5nIHNvbWV0aGluZz8="",""Member"":""MarioTheShiba"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,MarioTheShiba,SOLVED,NONE
GA91SxqNYZ,2600:8806:2301:fe00:11ab:ec5d:bad3:3078,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBheW1hbjA2"",""Member"":""ayman06"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-04-15""},{""Query"":""Rm9yIHRoZSBzb2Z0d2FyZSBkb3dubG9hZCB0aGluZywgZG8gSSBkb3dubG9hZCBib3RoIHRoZSByZWd1bGFyIGFuZCB0aGUgbWlub3IgbGluaz8gQWxzbyB3aGVuIEkgdHJ5IHRvIGV4ZWN1dGUgaXQgc2F5cyB0aGF0IEkgbWF5IG5vdCBiZSBhYmxlIHRvIGdldCBoZWxwIGlmIGl0IGNyYXNoZXMgb3Igc29tZXRoaW5nIGxpa2UgdGhhdC4gSXMgdGhlcmUgYSB3YXkgdG8gZml4IHRoYXQ/"",""Member"":""ayman06"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,ayman06,CLOSED,NONE
fLKlZmyU63,46.11.13.30,"{""Queries"":[{""Query"":""c2lyaHVydCxuZXQgZGlzY29yZC9jaGF0"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""ZGlzY29yZCBzZXJ2ZXIgbGluayBwbHM="",""Member"":""Hackvalley"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-15""}]}",Technical Issues,Hackvalley,OPEN,"[""IcePools""]"
E20WYL643s,2a02:a46a:672b:1:bc80:5769:9eea:40fb,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciB0aGF0IHlvdSBkaWRudCByZWNpZXZlIHlvdXIgcHJvZHVjdC5cblBsZWFzZSBsZXQgbWUga25vdyB3aGF0IHBheW1lbnQgbWV0aG9kIHlvdSB1c2VkLCBBbG9uZyB3aXRoIHByb29mIG9mIHB1cmNoYXNlIHRvIGhlbHAgbWUgZmluZCB5b3VyIG9yZGVyIGVhc2llci5cbklmIHlvdSBwYWlkIHdpdGggUGF5cGFsIG9yIHlvdXIgZGViaXQvY3JlZGl0IGNhcmQsIHBsZWFzZSBwcm92aWRlIG1lIHdpdGggeW91ciBzZWxseSBvcmRlciBpZCAvIHRyYWNraW5nIG51bWJlci4gSWYgeW91IHBhaWQgd2l0aCBST0JVWC9MaW1pdGVkcywgcGxlYXNlIHRlbGwgbWUgd2hhdCBST0JMT1ggdXNlcm5hbWUgdGhhdCB5b3UgYm91Z2h0IHRoZSBwcm9kdWN0IG9uLCBpZiB5b3UgcGFpZCB2aWEgUm9ibG94IENhcmQvQW1hem9uIENhcmQsIHBsZWFzZSBsZXQgdXMga25vdyB3aGF0IHRoZSBlbWFpbCB5b3UgcHJvdmlkZWQgdXMgd2l0aCB3YXMuXG5cblNpbmNlcmVseSw="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""aWYganVzdCBib3VnaHQgYSBsaWZlIHRpbWUgZXhwbG9pdCBmb3IgMTAgZG9sbGFycyBhbmQgaSBkaW50IGdldCB0aGUga2V5Lg=="",""Member"":""minkert"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-15""}]}",Technical Issues,minkert,OPEN,"[""IcePools""]"
Ou4zCaM3NI,97.104.166.182,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciB0aGF0IHlvdSBkaWRudCByZWNpZXZlIHlvdXIgcHJvZHVjdC5cblBsZWFzZSBsZXQgbWUga25vdyB3aGF0IHBheW1lbnQgbWV0aG9kIHlvdSB1c2VkLCBBbG9uZyB3aXRoIHByb29mIG9mIHB1cmNoYXNlIHRvIGhlbHAgbWUgZmluZCB5b3VyIG9yZGVyIGVhc2llci5cbklmIHlvdSBwYWlkIHdpdGggUGF5cGFsIG9yIHlvdXIgZGViaXQvY3JlZGl0IGNhcmQsIHBsZWFzZSBwcm92aWRlIG1lIHdpdGggeW91ciBzZWxseSBvcmRlciBpZCAvIHRyYWNraW5nIG51bWJlci4gSWYgeW91IHBhaWQgd2l0aCBST0JVWC9MaW1pdGVkcywgcGxlYXNlIHRlbGwgbWUgd2hhdCBST0JMT1ggdXNlcm5hbWUgdGhhdCB5b3UgYm91Z2h0IHRoZSBwcm9kdWN0IG9uLCBpZiB5b3UgcGFpZCB2aWEgUm9ibG94IENhcmQvQW1hem9uIENhcmQsIHBsZWFzZSBsZXQgdXMga25vdyB3aGF0IHRoZSBlbWFpbCB5b3UgcHJvdmlkZWQgdXMgd2l0aCB3YXMuXG5cblNpbmNlcmVseSw="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""SSBib3VnaHQgeW91ciBwcm9kdWN0IGJ1dCBuZXZlciBnb3QgbXkga2V5IGkgaGF2ZSB0aGUgcmVjZWlwdCBhcyBwcm9vZiBvZiBwdXJjaGFzZQ=="",""Member"":""Goober"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-04-15""}]}",General Inquiry,Goober,OPEN,"[""IcePools""]"
Xgr03BjpHW,209.58.144.55,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-21""},{""Query"":""Tm8gcHJvYmxlbSEgOi0p"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-21""},{""Query"":""d2VsbCBpdHMgZml4ZWQgbm93IGFsbCBpIGRpZCBpcyByZXN0YXJ0IG15IHBjIGFuZCBub3cgaW0gdW4gaXAgYmFubmVkLi5cbnNvcnJ5IGZvciB3YXN0aW5nIHlvdXIgdGltZSA6KCBpIHdvbnQgZG8gaXQgYWdhaW4gaSBkaWQgbm90IGtub3cgdGhhdCB3b3VsZCB1biBpcGJhbiBtZQ=="",""Member"":""Konnor"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-20""},{""Query"":""V2hhdCBpcyB5b3VyIElQPw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""SGkgSSBXYXMgVHJ5aW5nIFRvIENvbWUgVG8gdGhlIHdlYnNpdGUgYW5kIGl0IHNhaWQgZGRvcyBhdHRhY2sgcHJldmVudGlvbiB0aGluZyBpIGRpZCB0aGF0IGFuZCBpdCBuZXZlciB0b29rIG1lIHRvIHRoZSB3ZWJzaXRlIHNvIGkgcmVmcmVzaGVkIGFuZCBnb3QgaXAgYmFubmVkIGFuZCBub3cgaW0gdXNpbmcgYSB2cG4gcGxzIGNhbiB5b3UgdW4gaXAgYmFuIG1lIGFsbCBpIGRpZCBpcyByZWZyZXNoIHRoZSBwYWdlIGFuZCBub3cgaXQgdGhpbmtzIGltIGEgYm90"",""Member"":""Konnor"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,Konnor,SOLVED,"[""IcePools""]"
bJdJfoFYl5,173.28.25.15,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""aXQgaW5qZWN0cyBqdXN0IGRvZXNlbnQgcnVuIHNjcmlwdHMu"",""Member"":""Markdojo13"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,Markdojo13,OPEN,"[""IcePools""]"
6vhJFjo6kK,2407:7000:9881:d050:f067:7588:89b0:2a9,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""c2lyIGh1cnQgbm90IGF0dGFjaGluZw=="",""Member"":""NameDogeTime"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,NameDogeTime,OPEN,"[""IcePools""]"
x1NszEoykd,207.161.53.18,"{""Queries"":[{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""VGhlIGV4ZWN1dGVyIG5ldmVyIHdvcmtzIGFmdGVyIGFuIHVwZGF0ZSwgU2lyaHVydCBWNCBuZXcgZG9lc250IGV2ZW4gT1BFTiwgc28gYW5ub3lpbmcgYW5kIGZydXN0cmF0aW5nIHRoYXQgSSBwYWlkIGZvciB0aGlzIHRvIHdvcmsgYW5kIGl0IGRvZXNudC4="",""Member"":""Haaris123"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,Haaris123,OPEN,"[""IcePools""]"
uKgMFELtLu,86.21.142.234,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-15""},{""Query"":""UmVkb3dubG9hZA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""SGkgYWZ0ZXIgdGhlIHJlY2VudCBSb2Jsb3ggdXBkYXRlIFNpcmh1cnQgaGFzIGJlZW4gc2xvdyBhbmQgbGFnZ3kgYW5kIGhhcyBub3QgYmVlbiBhYmxlIHRvIHJ1biBzY3JpcHRzIGl0IHVzZWQgdG8gcnVuLCB0aGlzIHNjcmlwdHMgaGF2ZSBiZWVuIHRlc3RlZCBvbiBzZW50aW5hbCBhbmQgc3luYXBzZS4="",""Member"":""SirAtom"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,SirAtom,SOLVED,"[""IcePools""]"
MaML8YxPHy,195.213.240.103,"{""Queries"":[{""Query"":""VGhhdHMgdGhlIGludml0ZQ=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-16""},{""Query"":""Tm8gSSBqdXN0IGhhZCBubyB3YXkgdG8gam9pbiBzaW5jZSBpIGxlZnQu"",""Member"":""TescoPlanner"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""},{""Query"":""bm8gb25lcyBiYW5uZWQgYnkgdGhhdCB1c2VybmFtZS4gYXJlIHlvdSBzdXJlIHlvdSBjYW50IGp1c3Qgam9pbiB0aGUgZGlzYz8gZGlzY29yZC5nZy9xY1JlajczQXBa"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""cW50IzUwNzA="",""Member"":""TescoPlanner"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""},{""Query"":""WW91IGxpa2VseSBnb3QgYmFubmVkLiBXaGF0cyB5b3VyIGRpc2MgdXNlcm5hbWU="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-15""},{""Query"":""SSBjYW50IGdldCBpbnRvIHRoZSBkaXNjb3JkIHNlcnZlciwgSSB3YXMgaW4gaXQgYnV0IHNpbmNlIGkgbW92ZWQgdG8gYSBuZXcgYWNjb3VudCBJIGNhbiBubyBsb25nZXIgam9pbi4gSSByZSBpbnN0YWxsZWQgdGhlIGV4cGxvaXQgdG8gc2VlIGlmIGl0IGpvaW5lZCBmb3IgbWUgYnV0IGl0IGRpZG50LiBUaGUgSm9pbiBkaXNjb3JkIGJ1dHRvbiBvbiB0aGUgZXhwbG9pdCBpcyBhbiBpbnZhbGlkIGludml0ZSBsaW5rIHRvby4="",""Member"":""TescoPlanner"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,TescoPlanner,OPEN,"[""IcePools""]"
uG0ZUjVACV,170.231.140.180,"{""Queries"":[{""Query"":""WW91IGhhdmUgYmVlbiBzZW50IGFuIGVtYWlsLCBpbiBvcmRlciB0byBjaGFuZ2UgeW91ciBwYXNzd29yZC4gUmVwbHkgdG8gdGhpcyB0aWNrZXQgaWYgeW91cmUgaGF2aW5nIGFueSBwcm9ibGVtLg=="",""Member"":""Zaiden"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-04-16""},{""Query"":""SGVsbG8gSW0gaGF2aW5nIGEgcHJvYmxlbSBsb2dnaW5nIGluIHNheWluZyB0aGF0IHRoZSBwYXNzd29yZCBpcyBpbmNvcnJlY3QgYW5kIHRoYXQgaXMgdGhlIHNhbWUgcGFzc3dvcmQgaXMgcmlnaHQ="",""Member"":""Kendracake"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Bug Report,Kendracake,OPEN,"[""Zaiden""]"
DS18H2oniR,171.5.16.7,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBaYWlkZW4="",""Member"":""Zaiden"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-16""},{""Query"":""VGhpcyBpcyB0aGUgaW52aXRlIHlvdSBjYW4gZmluZCBpbiB0aGUgbWFpbiBwYWdlOiAoaHR0cHM6Ly9kaXNjb3JkLmNvbS9pbnZpdGUvUmdKN3FaN1g5UCku"",""Member"":""Zaiden"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-04-16""},{""Query"":""VGhlIGRpc2NvcmQgaW52aXRlIGxpbmsgb24gdGhlIHNpcmh1cnQgVjRfbmV3LmV4ZSBzZWVtcyB0byBiZSBpbnZhbGlkLiBDb3VsZCBJIGhhdmUgdGhlIGRpc2NvcmQgaW52aXRlPw=="",""Member"":""Krzychuuus"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-15""}]}",Technical Issues,Krzychuuus,SOLVED,"[""Zaiden""]"
